"162","47231","52087","336.20","2021-11-12 15:00:00"
"162","47231","52087","336.20","2021-11-12 15:00:00"
"162","47231","52087","336.27","2021-11-12 15:00:01"
"162","47231","52087","336.33","2021-11-12 15:00:01"
"162","47231","52087","336.40","2021-11-12 15:00:02"
"162","47231","52087","336.40","2021-11-12 15:00:02"
"162","47231","52087","336.40","2021-11-12 15:00:03"
"162","47231","52087","336.47","2021-11-12 15:00:03"
"162","47231","52087","336.47","2021-11-12 15:00:03"
"162","47231","52087","336.47","2021-11-12 15:00:04"
"162","47231","52087","336.47","2021-11-12 15:00:04"
"162","47231","52087","336.40","2021-11-12 15:00:05"
"162","47231","52087","336.33","2021-11-12 15:00:05"
"162","47231","52087","336.27","2021-11-12 15:00:06"
"162","47231","52087","336.20","2021-11-12 15:00:07"
"162","47231","52087","336.20","2021-11-12 15:00:07"
"162","47231","52087","336.27","2021-11-12 15:00:08"
"162","47231","52087","336.33","2021-11-12 15:00:08"
"162","47231","52087","336.40","2021-11-12 15:00:09"
"162","47231","52087","336.40","2021-11-12 15:00:09"
"162","47231","52087","336.40","2021-11-12 15:00:10"
"162","47231","52087","336.40","2021-11-12 15:00:10"
"162","47231","52087","336.40","2021-11-12 15:00:10"
"162","47231","52087","336.40","2021-11-12 15:00:11"
"162","47231","52087","336.40","2021-11-12 15:00:11"
"162","47231","52087","336.40","2021-11-12 15:00:12"
"162","47231","52087","336.40","2021-11-12 15:00:12"
"162","47231","52087","336.33","2021-11-12 15:00:13"
"162","47231","52087","336.27","2021-11-12 15:00:14"
"162","47231","52087","336.27","2021-11-12 15:00:14"
"162","47231","52087","336.27","2021-11-12 15:00:15"
"162","47231","52087","336.33","2021-11-12 15:00:15"
"162","47231","52087","336.33","2021-11-12 15:00:16"
"162","47231","52087","336.33","2021-11-12 15:00:16"
"162","47231","52087","336.27","2021-11-12 15:00:17"
"162","47231","52087","336.20","2021-11-12 15:00:17"
"162","47231","52087","336.20","2021-11-12 15:00:17"
"162","47231","52087","336.20","2021-11-12 15:00:18"
"162","47231","52087","336.27","2021-11-12 15:00:18"
"162","47231","52087","336.33","2021-11-12 15:00:19"
"162","47231","52087","336.33","2021-11-12 15:00:19"
"162","47231","52087","336.33","2021-11-12 15:00:20"
"162","47231","52087","336.27","2021-11-12 15:00:21"
"162","47231","52087","336.27","2021-11-12 15:00:21"
"162","47231","52087","336.27","2021-11-12 15:00:22"
"162","47231","52087","336.33","2021-11-12 15:00:22"
"162","47231","52087","336.33","2021-11-12 15:00:23"
"162","47231","52087","336.33","2021-11-12 15:00:23"
"162","47231","52087","336.27","2021-11-12 15:00:24"
"162","47231","52087","336.13","2021-11-12 15:00:24"
"162","47231","52087","336.13","2021-11-12 15:00:24"
