
"162","51440","52087","00321.8","2021-10-19 09:24:23"
"162","51440","52087","00321.4","2021-10-19 09:24:24"
"162","51440","52087","00321.0","2021-10-19 09:24:24"
"162","51440","52087","00320.6","2021-10-19 09:24:25"
"162","51440","52087","00320.2","2021-10-19 09:24:25"
"162","51440","52087","00319.4","2021-10-19 09:24:26"
"162","51440","52087","00319.0","2021-10-19 09:24:26"
"162","51440","52087","00318.8","2021-10-19 09:24:27"
"162","51440","52087","00318.4","2021-10-19 09:24:27"
"162","51440","52087","00318.0","2021-10-19 09:24:28"
"162","51440","52087","00317.4","2021-10-19 09:24:28"
"162","51440","52087","00317.0","2021-10-19 09:24:29"
"162","51440","52087","00316.2","2021-10-19 09:24:29"
"162","51440","52087","00315.6","2021-10-19 09:24:30"
"162","51440","52087","00310.4","2021-10-19 09:24:34"
"162","51440","52087","00309.8","2021-10-19 09:24:35"
"162","51440","52087","00309.2","2021-10-19 09:24:35"
"162","51440","52087","00308.6","2021-10-19 09:24:36"
"162","51440","52087","00308.0","2021-10-19 09:24:36"
"162","51440","52087","00307.2","2021-10-19 09:24:37"
"162","51440","52087","00306.4","2021-10-19 09:24:37"
"162","51440","52087","00305.8","2021-10-19 09:24:38"
"162","51440","52087","00305.2","2021-10-19 09:24:38"
"162","51440","52087","00304.4","2021-10-19 09:24:39"
"162","51440","52087","00303.8","2021-10-19 09:24:39"
"162","51440","52087","00303.2","2021-10-19 09:24:40"
"162","51440","52087","00356.2","2021-10-19 09:24:40"
"162","51440","52087","00352.0","2021-10-19 09:24:40"
"162","51440","52087","00340.0","2021-10-19 09:24:40"
"162","51440","52087","00332.6","2021-10-19 09:24:40"
