"161","46614","77215","-0.80","2021-11-12 15:00:00"
"161","46614","77215","-0.80","2021-11-12 15:00:00"
"161","46614","77215","-0.80","2021-11-12 15:00:01"
"161","46614","77215","-0.80","2021-11-12 15:00:01"
"161","46614","77215","-0.80","2021-11-12 15:00:02"
"161","46614","77215","-0.80","2021-11-12 15:00:02"
"161","46614","77215","-0.80","2021-11-12 15:00:03"
"161","46614","77215","-0.80","2021-11-12 15:00:03"
"161","46614","77215","-0.80","2021-11-12 15:00:04"
"161","46614","77215","-0.80","2021-11-12 15:00:04"
"161","46614","77215","-0.80","2021-11-12 15:00:05"
"161","46614","77215","-0.80","2021-11-12 15:00:05"
"161","46614","77215","-0.80","2021-11-12 15:00:06"
"161","46614","77215","-0.80","2021-11-12 15:00:06"
"161","46614","77215","-0.80","2021-11-12 15:00:07"
"161","46614","77215","-0.80","2021-11-12 15:00:07"
"161","46614","77215","-0.80","2021-11-12 15:00:08"
"161","46614","77215","-0.80","2021-11-12 15:00:08"
"161","46614","77215","-0.80","2021-11-12 15:00:09"
"161","46614","77215","-0.80","2021-11-12 15:00:09"
"161","46614","77215","-0.80","2021-11-12 15:00:10"
"161","46614","77215","-0.80","2021-11-12 15:00:10"
"161","46614","77215","-0.80","2021-11-12 15:00:11"
"161","46614","77215","-0.80","2021-11-12 15:00:11"
"161","46614","77215","-0.87","2021-11-12 15:00:12"
"161","46614","77215","-0.93","2021-11-12 15:00:12"
"161","46614","77215","-1.00","2021-11-12 15:00:13"
"161","46614","77215","-1.00","2021-11-12 15:00:13"
"161","46614","77215","-1.00","2021-11-12 15:00:14"
"161","46614","77215","-1.00","2021-11-12 15:00:14"
"161","46614","77215","-1.00","2021-11-12 15:00:15"
"161","46614","77215","-0.93","2021-11-12 15:00:15"
"161","46614","77215","-0.87","2021-11-12 15:00:16"
"161","46614","77215","-0.80","2021-11-12 15:00:16"
"161","46614","77215","-0.80","2021-11-12 15:00:17"
"161","46614","77215","-0.80","2021-11-12 15:00:17"
"161","46614","77215","-0.80","2021-11-12 15:00:18"
"161","46614","77215","-0.80","2021-11-12 15:00:18"
"161","46614","77215","-0.87","2021-11-12 15:00:19"
"161","46614","77215","-0.93","2021-11-12 15:00:19"
"161","46614","77215","-1.00","2021-11-12 15:00:20"
"161","46614","77215","-1.00","2021-11-12 15:00:20"
"161","46614","77215","-0.93","2021-11-12 15:00:21"
"161","46614","77215","-0.87","2021-11-12 15:00:21"
"161","46614","77215","-0.87","2021-11-12 15:00:22"
"161","46614","77215","-0.87","2021-11-12 15:00:22"
"161","46614","77215","-0.93","2021-11-12 15:00:23"
"161","46614","77215","-1.07","2021-11-12 15:00:23"
"161","46614","77215","-1.13","2021-11-12 15:00:24"
"161","46614","77215","-1.27","2021-11-12 15:00:24"
"161","46614","77215","-1.33","2021-11-12 15:00:25"
"161","46614","77215","-1.40","2021-11-12 15:00:25"
"161","46614","77215","-1.40","2021-11-12 15:00:26"
"161","46614","77215","-1.40","2021-11-12 15:00:26"
"161","46614","77215","-1.33","2021-11-12 15:00:27"
"161","46614","77215","-1.27","2021-11-12 15:00:27"
"161","46614","77215","-1.20","2021-11-12 15:00:28"
"161","46614","77215","-1.20","2021-11-12 15:00:28"
"161","46614","77215","-1.20","2021-11-12 15:00:29"
